equipment_id,equipment_type,manufacturer,age_months,usage_hours_per_day,total_scans_or_uses,days_since_last_maintenance,num_previous_repairs,avg_temperature_c,max_temperature_c,vibration_level_mm_s,voltage_fluctuation_pct,coolant_level_pct,helium_level_pct,tube_current_ma,error_logs_last_30_days,power_supply_stability_score,ambient_humidity_pct,component_wear_index,technician_rating_last_inspection,failure_within_30_days,remaining_useful_life_days
XR-05638,X-Ray Machine,Canon Medical,48.2,16.99,29043,111.4,3,28.18,39.91,1.796,4.38,100.0,100.0,227.5,3,65.4,50.1,21.0,86.2,0,77.3
US-05639,Ultrasound Machine,Siemens Healthineers,38.6,4.25,4705,1.8,1,24.36,35.73,1.361,1.55,100.0,100.0,0.0,1,95.2,39.7,14.36,81.0,0,148.0
US-05640,Ultrasound Machine,Mindray,76.9,12.94,26272,42.8,4,23.73,32.12,2.994,3.12,100.0,100.0,0.0,2,73.0,48.5,22.73,66.9,0,86.4
CT-05641,CT Scanner,GE Healthcare,36.1,16.9,22809,0.9,2,24.58,29.02,2.037,1.29,89.9,100.0,223.1,0,84.6,47.0,1.49,86.0,0,128.7
US-05642,Ultrasound Machine,Canon Medical,56.7,10.0,20639,39.6,4,18.93,28.95,2.044,1.58,100.0,100.0,0.0,0,80.6,53.8,11.48,92.2,0,137.5
US-05643,Ultrasound Machine,Philips,35.1,6.12,5447,9.1,2,23.37,26.85,2.088,1.32,100.0,100.0,0.0,1,81.9,55.4,13.66,64.5,0,134.6
XR-05644,X-Ray Machine,GE Healthcare,49.2,5.02,8335,23.9,2,30.09,33.16,1.344,3.04,100.0,100.0,227.6,2,78.6,40.3,19.1,73.8,0,129.2
CT-05645,CT Scanner,Canon Medical,79.9,9.1,15951,8.9,2,20.76,24.14,1.738,2.64,87.2,100.0,274.1,2,71.4,42.4,17.94,55.2,0,106.0
CT-05646,CT Scanner,Siemens Healthineers,80.5,16.02,38609,1.2,5,27.95,36.12,2.124,3.34,92.1,100.0,275.4,2,86.4,30.0,25.72,81.0,0,89.1
US-05647,Ultrasound Machine,Siemens Healthineers,98.8,5.64,16841,54.7,5,21.85,32.07,1.847,3.77,100.0,100.0,0.0,2,71.3,32.1,27.11,60.8,1,75.8
VT-05648,Ventilator,GE Healthcare,77.4,14.75,38640,74.1,2,24.84,33.92,1.434,2.7,100.0,100.0,0.0,5,64.2,37.9,21.59,75.2,1,87.4
MRI-05649,MRI Machine,GE Healthcare,22.5,10.07,5233,76.1,1,13.98,16.31,0.738,4.71,95.7,88.2,0.0,3,76.3,47.6,11.67,68.7,0,114.9
MRI-05650,MRI Machine,GE Healthcare,12.3,15.7,4576,1.7,1,15.84,21.32,0.955,1.89,77.0,91.4,0.0,0,81.2,45.7,0.0,66.7,0,162.0
VT-05651,Ventilator,Siemens Healthineers,31.1,18.42,19790,108.9,1,21.51,30.53,1.216,2.01,100.0,100.0,0.0,6,84.7,36.9,4.04,80.8,0,81.5
US-05652,Ultrasound Machine,Canon Medical,32.7,7.8,8086,17.5,1,25.96,36.61,1.79,0.19,100.0,100.0,0.0,0,82.4,58.5,7.5,60.2,0,147.3
US-05653,Ultrasound Machine,Canon Medical,47.7,4.07,4718,79.0,1,22.66,34.25,2.509,2.21,100.0,100.0,0.0,2,87.9,33.8,15.78,61.5,0,98.3
US-05654,Ultrasound Machine,Siemens Healthineers,70.9,13.5,34113,33.9,3,22.8,30.95,2.888,3.92,100.0,100.0,0.0,5,76.2,47.5,16.28,90.3,1,126.7
US-05655,Ultrasound Machine,GE Healthcare,22.6,5.88,3243,26.9,2,23.92,34.71,1.885,1.34,100.0,100.0,0.0,0,64.3,32.0,7.28,78.2,0,138.1
VT-05656,Ventilator,Siemens Healthineers,138.3,17.78,72716,22.1,5,26.4,29.21,2.286,3.11,100.0,100.0,0.0,8,85.0,61.9,35.24,56.6,0,55.0
XR-05657,X-Ray Machine,Philips,3.4,5.76,703,19.1,1,24.36,34.07,1.859,1.47,100.0,100.0,371.7,0,69.8,66.2,5.71,82.2,0,153.7
US-05658,Ultrasound Machine,Philips,81.4,7.68,18339,49.4,2,22.58,33.24,1.918,3.33,100.0,100.0,0.0,1,72.8,37.8,18.0,54.9,0,121.1
XR-05659,X-Ray Machine,Siemens Healthineers,19.6,16.64,7214,14.7,0,27.62,35.15,0.989,2.04,100.0,100.0,294.0,1,85.1,56.8,5.0,61.7,0,159.9
VT-05660,Ventilator,Philips,19.1,12.34,5883,10.8,1,18.85,21.43,0.1,3.02,100.0,100.0,0.0,0,77.7,34.2,7.55,51.1,0,136.3
MRI-05661,MRI Machine,Mindray,13.0,11.02,5271,58.5,0,11.6,21.55,0.565,3.7,87.8,99.2,0.0,2,67.2,51.3,20.09,79.7,0,106.3
VT-05662,Ventilator,Philips,35.5,22.47,17703,18.1,2,25.07,27.3,2.643,3.73,100.0,100.0,0.0,2,80.2,64.7,18.23,71.7,0,112.6
VT-05663,Ventilator,Philips,56.5,20.98,38564,2.4,6,22.01,29.75,0.361,1.66,100.0,100.0,0.0,1,72.6,45.5,12.86,89.2,0,124.9
XR-05664,X-Ray Machine,Philips,14.2,10.35,5171,20.2,2,20.85,27.87,2.746,1.45,100.0,100.0,359.7,0,93.7,63.0,0.0,77.9,0,149.9
XR-05665,X-Ray Machine,Canon Medical,40.4,15.07,19966,60.8,2,18.8,24.81,0.164,1.31,100.0,100.0,350.7,0,84.9,50.4,8.52,65.9,0,132.7
XR-05666,X-Ray Machine,Philips,31.3,15.82,15629,53.7,0,28.29,33.39,1.145,3.56,100.0,100.0,377.0,2,79.4,49.7,0.0,73.3,0,153.0
CT-05667,CT Scanner,Philips,37.2,10.53,13725,103.6,1,24.17,35.05,1.518,0.0,81.1,100.0,294.8,6,80.5,27.4,12.43,100.0,0,70.5
US-05668,Ultrasound Machine,GE Healthcare,95.8,8.37,24131,19.1,5,21.73,29.76,1.966,1.81,100.0,100.0,0.0,2,79.6,20.0,25.33,70.2,0,126.5
MRI-05669,MRI Machine,Philips,51.7,12.8,16361,88.5,1,18.21,25.24,1.972,2.5,86.5,80.8,0.0,5,66.8,44.0,19.0,59.2,0,86.6
US-05670,Ultrasound Machine,Siemens Healthineers,26.8,6.06,5478,19.4,1,27.71,33.25,1.674,2.7,100.0,100.0,0.0,0,79.6,37.7,8.56,83.4,0,142.3
US-05671,Ultrasound Machine,Canon Medical,53.3,8.74,10033,64.1,0,17.93,28.9,2.158,0.0,100.0,100.0,0.0,1,87.7,49.9,12.69,54.0,0,116.6
VT-05672,Ventilator,Philips,5.5,21.83,2715,4.9,0,24.19,30.66,0.769,2.58,100.0,100.0,0.0,0,85.0,36.0,0.0,90.8,0,180.9
MRI-05673,MRI Machine,Mindray,24.9,10.42,9653,32.9,1,17.54,27.4,1.502,0.94,89.4,94.2,0.0,1,82.8,30.3,9.93,75.7,0,123.1
XR-05674,X-Ray Machine,GE Healthcare,13.0,8.3,3714,49.8,0,25.25,33.63,1.992,2.88,100.0,100.0,273.1,0,93.1,52.7,0.0,73.8,0,148.9
XR-05675,X-Ray Machine,Philips,20.9,19.04,10795,89.4,0,24.57,35.31,1.594,0.02,100.0,100.0,334.1,3,83.6,31.2,13.7,88.0,0,117.7
VT-05676,Ventilator,Siemens Healthineers,76.5,21.5,42593,11.0,3,18.74,30.41,2.121,0.0,100.0,100.0,0.0,1,73.8,38.1,13.95,39.6,0,129.6
XR-05677,X-Ray Machine,GE Healthcare,64.0,5.96,12403,160.2,2,24.83,30.01,2.889,2.21,100.0,100.0,263.6,6,83.2,41.8,21.57,62.1,1,59.1
US-05678,Ultrasound Machine,Philips,43.9,11.26,13213,40.1,0,24.23,29.22,1.442,1.99,100.0,100.0,0.0,2,70.5,39.9,5.85,63.1,0,141.5
US-05679,Ultrasound Machine,GE Healthcare,51.4,7.49,13482,39.7,1,21.89,30.64,2.893,1.04,100.0,100.0,0.0,1,95.6,49.7,15.83,75.0,0,128.9
VT-05680,Ventilator,Canon Medical,44.0,20.01,26007,77.2,4,23.79,35.25,2.247,2.65,100.0,100.0,0.0,1,75.3,45.0,5.18,78.0,0,85.2
XR-05681,X-Ray Machine,Canon Medical,10.8,13.16,5353,8.8,0,26.43,33.07,0.956,1.84,100.0,100.0,272.7,1,74.9,28.5,3.83,82.4,0,171.7
MRI-05682,MRI Machine,Philips,35.7,7.18,7059,0.9,3,18.56,22.61,1.026,5.19,96.2,82.1,0.0,1,76.5,61.9,14.0,74.8,0,128.7
US-05683,Ultrasound Machine,Mindray,14.4,4.8,1524,1.3,0,22.91,32.75,0.924,1.93,100.0,100.0,0.0,1,77.7,41.6,4.58,86.8,0,153.7
CT-05684,CT Scanner,Mindray,23.3,15.5,8867,1.0,1,24.05,30.93,3.244,0.62,90.7,100.0,311.7,1,90.1,26.1,4.72,96.0,0,121.3
VT-05685,Ventilator,Siemens Healthineers,96.5,18.31,60545,89.7,7,21.88,29.8,1.676,3.18,100.0,100.0,0.0,2,70.8,56.0,28.55,79.3,1,62.6
MRI-05686,MRI Machine,Siemens Healthineers,13.4,15.03,7374,12.7,0,22.03,28.46,1.295,3.51,90.5,97.3,0.0,0,83.8,66.1,10.64,38.0,0,132.9
MRI-05687,MRI Machine,Mindray,49.4,9.88,17370,6.0,1,20.24,31.14,2.635,2.12,88.8,84.7,0.0,1,86.4,65.0,10.04,71.2,0,134.6
US-05688,Ultrasound Machine,Siemens Healthineers,34.4,4.34,3234,27.5,2,27.5,36.71,2.873,2.73,100.0,100.0,0.0,0,75.1,54.3,18.85,68.7,0,114.6
CT-05689,CT Scanner,Philips,17.4,12.53,4625,28.0,0,23.99,35.71,1.811,3.81,98.6,100.0,290.3,1,66.3,35.5,14.75,85.9,0,108.2
US-05690,Ultrasound Machine,Philips,92.1,12.28,29516,27.5,4,23.33,34.71,2.18,2.95,100.0,100.0,0.0,4,75.5,38.3,22.62,75.9,1,106.6
MRI-05691,MRI Machine,Siemens Healthineers,77.7,13.26,22343,2.6,3,20.74,32.61,2.688,3.56,80.3,88.5,0.0,4,91.6,40.6,20.61,68.7,0,108.6
VT-05692,Ventilator,Canon Medical,17.7,15.6,6151,29.9,0,26.9,38.28,1.893,2.28,100.0,100.0,0.0,2,77.7,47.1,5.35,82.1,0,151.4
CT-05693,CT Scanner,Philips,43.0,9.24,11190,53.6,2,21.37,31.21,2.989,3.55,90.9,100.0,294.7,2,85.1,53.8,19.05,64.0,0,97.9
CT-05694,CT Scanner,Mindray,82.8,8.62,26955,10.4,2,19.72,27.75,3.001,1.54,80.4,100.0,299.7,4,85.1,55.7,22.2,73.7,0,80.1
VT-05695,Ventilator,Canon Medical,38.3,15.57,13324,46.4,0,16.0,20.41,2.81,1.99,100.0,100.0,0.0,2,79.9,33.1,17.27,65.8,0,124.6
MRI-05696,MRI Machine,Siemens Healthineers,60.2,15.16,34612,56.3,2,20.79,29.47,3.305,1.67,98.5,87.8,0.0,1,82.4,26.9,20.96,47.7,0,83.3
US-05697,Ultrasound Machine,Philips,21.9,5.89,2934,119.5,1,22.74,25.46,1.705,3.34,100.0,100.0,0.0,4,87.8,43.0,17.5,69.8,0,111.5
XR-05698,X-Ray Machine,Mindray,56.2,13.47,25434,12.8,5,18.54,30.25,2.312,1.67,100.0,100.0,268.5,0,82.1,62.9,21.44,59.6,0,97.0
CT-05699,CT Scanner,GE Healthcare,16.5,9.21,4947,74.3,1,17.24,25.42,1.411,4.77,87.0,100.0,357.8,1,70.5,31.3,12.22,77.5,0,110.0
XR-05700,X-Ray Machine,Philips,98.1,10.04,38394,47.2,3,27.98,32.83,2.478,2.13,100.0,100.0,330.1,2,65.2,38.0,18.74,58.8,0,105.5
XR-05701,X-Ray Machine,GE Healthcare,65.0,7.98,15157,63.0,4,25.44,33.53,1.685,2.1,100.0,100.0,305.7,3,78.0,49.0,12.76,73.3,0,84.5
VT-05702,Ventilator,Siemens Healthineers,42.7,21.08,23976,21.5,1,22.89,32.5,1.113,3.48,100.0,100.0,0.0,3,69.1,62.1,11.73,78.8,0,127.8
MRI-05703,MRI Machine,Philips,17.1,12.97,5568,21.2,0,16.89,28.33,0.793,0.64,88.6,91.1,0.0,1,83.3,48.3,4.12,61.6,0,131.8
XR-05704,X-Ray Machine,Siemens Healthineers,42.5,4.94,7801,25.2,2,25.04,33.13,2.234,0.06,100.0,100.0,264.1,1,83.2,32.8,7.15,68.8,0,147.6
US-05705,Ultrasound Machine,Siemens Healthineers,54.5,13.02,25975,14.1,2,27.67,35.4,2.077,1.46,100.0,100.0,0.0,2,78.0,49.1,11.4,63.3,0,142.9
CT-05706,CT Scanner,Canon Medical,92.3,6.84,13523,30.8,3,25.74,37.46,2.762,2.82,85.5,100.0,351.2,3,74.9,50.7,20.62,52.5,0,76.2
VT-05707,Ventilator,Philips,85.2,10.63,34246,50.6,4,22.11,25.73,2.798,4.2,100.0,100.0,0.0,1,84.0,29.6,18.75,57.9,0,87.1
XR-05708,X-Ray Machine,GE Healthcare,81.0,5.17,13994,57.9,6,24.15,28.37,2.463,2.54,100.0,100.0,307.7,4,74.4,52.9,20.81,58.7,0,76.3
MRI-05709,MRI Machine,Siemens Healthineers,31.1,6.06,6361,7.4,2,13.44,15.99,3.354,0.0,82.1,95.0,0.0,0,76.7,51.3,10.58,89.1,0,128.7
MRI-05710,MRI Machine,Philips,45.4,6.72,10187,87.1,4,13.54,19.14,2.104,3.47,87.6,80.6,0.0,5,79.1,49.2,24.8,79.9,0,61.0
VT-05711,Ventilator,Mindray,65.1,21.14,37719,13.3,3,21.01,28.11,2.301,0.7,100.0,100.0,0.0,0,94.4,50.0,18.89,64.5,0,105.3
MRI-05712,MRI Machine,Philips,55.8,13.97,30176,7.4,3,17.16,24.36,1.562,2.08,91.1,90.7,0.0,1,80.0,29.1,20.3,70.2,0,124.1
CT-05713,CT Scanner,GE Healthcare,61.9,16.01,29773,34.0,1,22.21,27.03,2.117,1.95,89.9,100.0,306.2,1,83.5,41.1,21.96,63.4,0,94.7
MRI-05714,MRI Machine,GE Healthcare,98.6,15.89,49551,84.5,3,17.06,25.05,2.249,2.77,87.9,87.5,0.0,4,86.6,34.1,32.87,74.6,0,61.4
XR-05715,X-Ray Machine,GE Healthcare,44.0,19.74,31444,28.2,0,26.1,33.6,1.571,1.66,100.0,100.0,289.7,1,77.1,39.2,12.85,73.1,0,118.0
US-05716,Ultrasound Machine,GE Healthcare,111.1,5.19,13322,4.2,4,21.65,30.59,2.149,0.98,100.0,100.0,0.0,2,82.7,48.9,23.33,57.2,0,97.9
MRI-05717,MRI Machine,Canon Medical,63.9,12.8,25640,1.5,2,18.61,21.81,1.752,0.56,99.7,95.1,0.0,4,77.4,46.7,14.87,80.2,0,121.6
VT-05718,Ventilator,Siemens Healthineers,56.4,19.56,27329,12.3,1,25.92,33.15,2.054,3.18,100.0,100.0,0.0,4,76.3,55.0,10.85,67.3,0,127.1
MRI-05719,MRI Machine,Siemens Healthineers,79.5,6.37,14406,65.7,3,18.8,22.85,1.866,4.13,87.5,85.5,0.0,2,76.4,54.7,23.28,53.8,0,82.7
MRI-05720,MRI Machine,GE Healthcare,89.9,12.03,40640,0.3,3,23.94,32.49,3.285,2.81,88.2,89.1,0.0,0,75.8,46.0,10.13,86.8,0,113.5
CT-05721,CT Scanner,Philips,35.5,12.64,10970,83.4,2,25.09,28.01,2.461,1.58,88.7,100.0,316.5,1,69.8,45.6,11.44,72.0,0,78.5
XR-05722,X-Ray Machine,Philips,32.8,10.32,7806,8.9,4,28.22,38.87,1.671,2.51,100.0,100.0,356.1,2,77.0,45.7,9.33,64.3,0,136.7
US-05723,Ultrasound Machine,Philips,60.9,9.83,13913,21.4,4,24.39,30.05,2.439,2.98,100.0,100.0,0.0,3,76.5,47.4,22.17,75.9,0,111.4
CT-05724,CT Scanner,Philips,39.5,6.28,6340,46.2,2,24.37,28.94,2.637,2.45,99.1,100.0,358.8,0,80.3,40.7,16.7,89.0,0,106.0
MRI-05725,MRI Machine,Canon Medical,80.7,9.85,20678,59.3,5,22.34,28.68,2.371,4.65,91.5,87.7,0.0,2,88.2,39.1,27.63,92.3,1,58.4
MRI-05726,MRI Machine,Siemens Healthineers,59.7,10.21,19362,38.9,2,18.05,28.43,1.113,1.87,81.6,80.8,0.0,2,93.0,20.1,15.55,64.3,0,89.7
CT-05727,CT Scanner,Canon Medical,37.8,15.78,12822,98.0,1,23.85,31.36,2.989,3.23,90.3,100.0,324.2,2,78.3,34.9,15.53,69.8,0,93.5
XR-05728,X-Ray Machine,Mindray,16.9,6.12,2966,83.0,0,24.18,35.52,1.147,0.0,100.0,100.0,303.9,1,90.7,46.8,10.31,93.6,0,133.6
VT-05729,Ventilator,Philips,34.2,18.18,16648,33.4,2,23.61,32.29,1.672,2.34,100.0,100.0,0.0,0,77.8,53.3,18.99,83.3,0,105.4
VT-05730,Ventilator,Canon Medical,40.7,15.8,19572,41.3,3,23.53,34.57,1.831,1.36,100.0,100.0,0.0,0,69.9,47.7,13.93,94.2,0,97.1
US-05731,Ultrasound Machine,Siemens Healthineers,38.6,10.05,8654,117.2,2,22.86,30.37,2.352,0.36,100.0,100.0,0.0,0,81.7,32.4,13.56,88.4,0,120.6
CT-05732,CT Scanner,Siemens Healthineers,99.0,6.93,21646,91.6,7,23.33,28.94,2.148,1.11,87.6,100.0,220.3,3,90.7,44.0,22.01,63.8,0,62.1
MRI-05733,MRI Machine,Siemens Healthineers,25.1,8.95,7925,38.0,0,18.64,26.52,1.889,2.37,100.0,96.7,0.0,1,82.0,51.5,8.4,81.5,0,140.1
CT-05734,CT Scanner,Mindray,50.8,7.18,8225,21.1,0,24.38,28.85,2.156,2.3,85.0,100.0,294.8,2,75.5,53.1,21.05,83.1,0,106.1
CT-05735,CT Scanner,Siemens Healthineers,71.0,6.92,12395,48.4,5,17.97,24.5,2.382,3.38,92.3,100.0,304.0,3,74.0,49.6,20.08,65.7,0,81.3
US-05736,Ultrasound Machine,Canon Medical,48.6,11.74,12484,22.7,3,27.58,36.21,3.313,2.25,100.0,100.0,0.0,4,92.9,46.3,26.25,70.4,0,102.6
VT-05737,Ventilator,Mindray,22.6,14.63,11497,120.8,0,20.19,22.54,1.367,0.83,100.0,100.0,0.0,1,86.3,55.3,12.32,100.0,0,97.7
VT-05738,Ventilator,Mindray,61.2,21.46,47710,1.5,3,26.57,34.1,0.843,3.18,100.0,100.0,0.0,3,88.4,40.3,13.15,80.8,0,113.4
VT-05739,Ventilator,Philips,69.3,10.29,15155,19.9,5,25.02,35.15,1.885,0.13,100.0,100.0,0.0,3,82.8,56.8,26.32,82.1,0,90.5
US-05740,Ultrasound Machine,Siemens Healthineers,35.1,6.32,5665,44.5,3,27.45,30.1,1.295,3.45,100.0,100.0,0.0,1,78.7,50.9,15.3,60.3,0,112.6
XR-05741,X-Ray Machine,Philips,60.0,17.85,29417,13.8,0,25.44,36.32,1.125,2.16,100.0,100.0,229.2,1,63.1,28.7,9.6,60.9,1,160.5
XR-05742,X-Ray Machine,Siemens Healthineers,24.1,6.69,4082,35.5,3,24.68,32.25,1.963,3.2,100.0,100.0,338.6,1,84.9,37.4,5.93,87.2,0,139.6
CT-05743,CT Scanner,Canon Medical,56.3,9.37,20011,100.8,0,24.71,31.08,2.537,1.89,83.4,100.0,298.0,2,75.4,41.7,6.91,74.0,0,109.6
CT-05744,CT Scanner,Mindray,29.4,6.84,5621,5.7,0,23.31,31.63,2.088,5.22,90.6,100.0,300.3,0,59.9,56.9,22.26,100.0,0,96.0
CT-05745,CT Scanner,Mindray,47.4,7.08,8249,20.8,0,25.13,35.45,2.179,4.21,94.3,100.0,336.0,1,73.0,42.3,20.83,58.7,0,93.1
MRI-05746,MRI Machine,Mindray,27.0,14.71,15062,100.1,1,18.25,24.63,1.904,2.52,82.4,86.7,0.0,5,74.6,57.1,11.64,74.1,0,92.3
VT-05747,Ventilator,Mindray,16.4,13.83,7042,21.6,0,22.71,29.17,0.434,0.0,100.0,100.0,0.0,1,92.2,50.9,5.5,58.4,0,120.9
MRI-05748,MRI Machine,Canon Medical,69.1,10.52,27760,4.7,3,13.29,15.31,2.777,3.14,97.1,86.9,0.0,3,73.1,44.4,24.75,64.4,0,93.5
VT-05749,Ventilator,GE Healthcare,20.5,19.03,11313,31.3,1,24.75,29.11,1.819,2.94,100.0,100.0,0.0,2,83.6,35.6,7.61,85.7,0,134.7
CT-05750,CT Scanner,Philips,64.0,13.04,25720,46.4,2,23.83,31.84,1.65,3.35,92.8,100.0,332.4,5,85.0,43.3,30.54,58.4,0,62.4
CT-05751,CT Scanner,Siemens Healthineers,18.7,13.81,5671,58.6,0,21.22,30.91,1.786,1.32,92.3,100.0,264.3,2,72.4,62.0,8.05,74.5,0,105.3
MRI-05752,MRI Machine,GE Healthcare,83.6,8.84,20675,21.3,2,14.01,23.99,1.91,0.0,84.7,82.4,0.0,3,91.5,38.7,23.42,73.0,0,88.4
CT-05753,CT Scanner,Siemens Healthineers,17.3,16.95,7896,72.4,0,27.13,33.59,2.055,0.69,88.9,100.0,269.8,6,76.0,53.1,8.42,78.5,0,115.1
US-05754,Ultrasound Machine,Philips,47.2,4.02,7160,59.9,0,23.27,31.59,0.436,2.62,100.0,100.0,0.0,0,100.0,53.1,23.65,61.5,0,123.0
CT-05755,CT Scanner,GE Healthcare,41.1,17.61,16771,7.0,3,30.03,40.06,1.819,3.63,85.3,100.0,294.4,1,76.1,50.0,0.0,82.6,0,132.1
US-05756,Ultrasound Machine,Canon Medical,93.0,7.64,20998,29.7,6,25.36,34.82,2.384,2.15,100.0,100.0,0.0,1,74.1,35.8,24.6,54.4,0,95.7
XR-05757,X-Ray Machine,Mindray,86.0,9.35,23964,77.8,4,17.63,26.41,2.462,2.39,100.0,100.0,257.5,4,77.0,41.7,18.86,76.3,0,72.8
VT-05758,Ventilator,GE Healthcare,58.4,22.2,41968,62.0,2,25.33,34.04,2.941,3.07,100.0,100.0,0.0,5,80.6,55.2,19.84,71.3,0,108.4
US-05759,Ultrasound Machine,Siemens Healthineers,77.6,6.47,13481,0.7,4,23.12,33.81,3.247,3.68,100.0,100.0,0.0,1,76.8,56.0,16.86,51.9,1,123.0
XR-05760,X-Ray Machine,Siemens Healthineers,55.7,18.22,31863,4.6,3,23.08,31.59,2.198,1.78,100.0,100.0,314.7,0,100.0,31.8,14.07,51.5,0,123.4
CT-05761,CT Scanner,GE Healthcare,59.3,17.04,29133,13.3,4,22.89,25.21,2.086,1.12,94.9,100.0,357.3,2,75.1,51.4,15.98,69.5,0,107.0
XR-05762,X-Ray Machine,Canon Medical,49.8,15.77,18771,8.8,2,29.21,33.84,0.753,0.48,100.0,100.0,263.4,2,91.4,45.8,8.91,71.6,0,135.7
MRI-05763,MRI Machine,GE Healthcare,16.5,8.63,4305,10.6,0,20.07,22.15,1.237,1.02,84.0,95.0,0.0,1,81.5,37.6,4.04,82.1,0,135.1
VT-05764,Ventilator,Canon Medical,31.2,18.31,19478,31.1,2,23.58,32.02,2.278,3.62,100.0,100.0,0.0,3,77.8,41.8,16.98,75.2,0,98.9
VT-05765,Ventilator,Mindray,15.4,16.7,9953,108.3,0,21.5,28.0,1.189,0.77,100.0,100.0,0.0,2,82.2,43.3,6.17,99.1,0,121.3
CT-05766,CT Scanner,Mindray,29.8,9.65,9561,51.2,0,22.02,25.8,1.631,3.05,90.1,100.0,296.9,3,69.1,33.6,17.7,59.3,0,93.7
MRI-05767,MRI Machine,Siemens Healthineers,106.1,8.85,29631,70.9,4,15.31,20.05,2.582,3.77,80.1,82.7,0.0,3,77.8,57.8,19.74,70.5,1,71.2
VT-05768,Ventilator,Mindray,63.0,13.57,29751,113.5,3,24.73,29.55,2.547,3.16,100.0,100.0,0.0,5,83.0,47.6,22.33,63.2,0,62.8
US-05769,Ultrasound Machine,Mindray,47.2,4.36,5561,7.7,3,23.93,29.45,1.88,3.71,100.0,100.0,0.0,1,78.8,57.4,5.75,75.5,0,159.4
VT-05770,Ventilator,GE Healthcare,49.2,11.98,15292,55.1,1,20.7,26.84,2.939,4.24,100.0,100.0,0.0,1,85.3,68.2,21.6,54.7,0,91.3
CT-05771,CT Scanner,Siemens Healthineers,24.9,7.66,5562,0.8,0,20.45,28.52,2.507,3.09,92.9,100.0,340.3,1,81.2,35.2,2.81,67.5,0,115.4
MRI-05772,MRI Machine,Canon Medical,118.8,7.19,21473,93.5,6,20.15,31.71,2.836,1.2,80.8,72.4,0.0,2,66.7,47.8,36.77,59.0,1,38.1
US-05773,Ultrasound Machine,GE Healthcare,53.8,9.76,17774,185.9,1,26.62,30.73,0.974,4.43,100.0,100.0,0.0,5,69.1,51.6,18.06,70.9,0,77.2
VT-05774,Ventilator,GE Healthcare,150.9,22.4,117137,10.1,8,25.21,34.8,2.903,3.36,100.0,100.0,0.0,3,85.6,63.9,38.09,69.0,0,61.7
US-05775,Ultrasound Machine,Philips,64.1,11.69,24319,14.3,3,26.97,31.29,1.593,0.59,100.0,100.0,0.0,2,87.1,43.9,16.68,80.9,0,112.3
VT-05776,Ventilator,Siemens Healthineers,16.7,12.59,5981,25.2,2,20.71,23.03,1.197,1.21,100.0,100.0,0.0,1,85.8,44.0,8.34,64.1,0,131.0
US-05777,Ultrasound Machine,Philips,43.4,13.07,20664,85.3,3,23.37,35.18,1.645,2.79,100.0,100.0,0.0,2,77.1,53.9,11.33,93.5,0,116.4
VT-05778,Ventilator,Philips,43.4,13.25,15244,39.9,3,25.39,28.72,1.385,3.27,100.0,100.0,0.0,2,91.0,44.1,14.98,68.6,0,98.3
XR-05779,X-Ray Machine,GE Healthcare,67.1,8.23,16857,43.3,3,26.17,31.07,1.987,3.43,100.0,100.0,349.1,2,87.1,68.2,16.84,71.7,0,89.9
CT-05780,CT Scanner,Philips,21.6,10.98,5886,48.0,2,21.55,23.64,1.691,1.74,93.3,100.0,403.7,0,79.9,35.6,12.73,100.0,0,110.5
MRI-05781,MRI Machine,Mindray,75.6,10.59,20892,168.7,7,18.04,24.36,2.851,0.17,80.0,81.1,0.0,4,86.9,48.7,27.15,53.9,1,57.2
MRI-05782,MRI Machine,Siemens Healthineers,81.2,8.57,23450,92.0,4,15.15,24.71,2.444,0.38,80.2,94.1,0.0,4,73.3,42.7,32.97,78.7,1,55.2
VT-05783,Ventilator,Mindray,42.1,13.09,15720,41.2,0,21.76,31.39,1.306,0.0,100.0,100.0,0.0,0,79.7,45.1,10.21,78.9,0,132.2
VT-05784,Ventilator,GE Healthcare,93.8,10.43,33704,45.4,9,27.7,35.76,2.428,3.81,100.0,100.0,0.0,2,70.4,46.4,30.35,50.0,0,65.5
CT-05785,CT Scanner,GE Healthcare,168.8,14.27,79237,7.1,4,23.93,35.13,1.905,2.75,83.3,100.0,272.0,4,76.7,43.1,34.2,74.0,0,55.8
CT-05786,CT Scanner,Canon Medical,52.7,15.92,26578,5.9,1,27.62,34.24,2.435,0.55,92.7,100.0,233.6,0,88.0,37.0,7.24,76.1,0,125.8
XR-05787,X-Ray Machine,Siemens Healthineers,123.4,5.29,21522,178.5,3,24.83,35.96,2.304,1.03,100.0,100.0,329.8,1,63.0,52.1,35.92,72.3,1,34.7
US-05788,Ultrasound Machine,Mindray,66.7,8.1,21082,46.0,4,17.62,22.74,2.632,1.39,100.0,100.0,0.0,2,95.5,12.3,21.15,75.9,0,104.6
XR-05789,X-Ray Machine,Mindray,60.6,13.68,21931,13.7,2,24.08,26.67,2.535,0.0,100.0,100.0,338.1,0,78.0,54.0,16.23,81.1,0,127.4
US-05790,Ultrasound Machine,Canon Medical,39.0,4.14,4882,22.5,2,23.29,31.95,2.388,2.09,100.0,100.0,0.0,0,77.8,41.9,12.17,60.0,0,125.8
